i,ÀÌ¸§, ÄÚµå, °Å·¡¼Ò, koscom_day, naver_day
1610,01570,01570.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1611,08228,08228.HK,È«Äá °Å·¡¼Ò,20220331,20220331
1612,03311,03311.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1613,01371,01371.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1614,02322,02322.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1615,08063,08063.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1616,00821,00821.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1617,01059,01059.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1618,00248,00248.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1619,01226,01226.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1620,01265,01265.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1621,01224,01224.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1622,01215,01215.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1623,00244,00244.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1624,00354,00354.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1625,00360,00360.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1626,00346,00346.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1627,01919,01919.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1628,00872,00872.HK,È«Äá °Å·¡¼Ò,20211231,20211231
1629,08169,08169.HK,È«Äá °Å·¡¼Ò,20230430,20230430
1630,00174,00174.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1631,00145,00145.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1632,00658,00658.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1633,08205,08205.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1634,00690,00690.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1635,00039,00039.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1636,00979,00979.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1637,08150,08150.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1638,08131,08131.HK,È«Äá °Å·¡¼Ò,20230228,20230228
1639,06823,06823.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1640,00228,00228.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1641,00329,00329.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1642,08071,08071.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1643,00430,00430.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1644,01240,01240.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1645,08279,08279.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1646,00193,00193.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1647,08189,08189.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1648,08166,08166.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1649,08203,08203.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1650,00183,00183.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1651,00913,00913.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1652,02302,02302.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1653,02309,02309.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1654,00736,00736.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1655,00969,00969.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1656,01026,01026.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1657,01188,01188.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1658,01898,01898.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1659,08137,08137.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1660,08167,08167.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1661,01349,01349.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1662,00381,00381.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1663,08250,08250.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1664,08037,08037.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1665,00889,00889.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1666,01013,01013.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1667,01679,01679.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1668,00459,00459.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1669,00860,00860.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1670,02607,02607.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1671,00812,00812.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1672,00380,00380.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1673,00646,00646.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1674,00499,00499.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1675,00651,00651.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1676,00567,00567.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1677,00391,00391.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1678,00925,00925.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1679,01222,01222.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1680,01213,01213.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1681,00599,00599.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1682,01239,01239.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1683,00456,00456.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1684,00905,00905.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1686,00136,00136.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1687,00213,00213.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1688,01103,01103.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1689,09677,09677.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1690,02777,02777.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1691,08148,08148.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1692,08286,08286.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1693,08249,08249.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1694,00629,00629.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1695,02728,02728.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1696,01141,01141.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1697,00479,00479.HK,È«Äá °Å·¡¼Ò,20201231,20201231
1699,00618,00618.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1700,00379,00379.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1701,00339,00339.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1702,01708,01708.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1703,00181,00181.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1704,00029,00029.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1705,00419,00419.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1706,00007,00007.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1707,00356,00356.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1708,00572,00572.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1709,08143,08143.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1710,00309,00309.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1711,08317,08317.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1712,01669,01669.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1713,08365,08365.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1714,00674,00674.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1715,00162,00162.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1716,00387,00387.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1717,00365,00365.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1718,08113,08113.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1719,08172,08172.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1720,08158,08158.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1721,00115,00115.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1722,00978,00978.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1723,00619,00619.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1724,00745,00745.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1725,00856,00856.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1726,01116,01116.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1727,00076,00076.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1728,08115,08115.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1729,02340,02340.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1730,01129,01129.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1732,08076,08076.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1733,02086,02086.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1735,00001,00001.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1736,00818,00818.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1737,00310,00310.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1738,03860,03860.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1740,08299,08299.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1741,00997,00997.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1742,00605,00605.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1743,00810,00810.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1744,00290,00290.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1745,08083,08083.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1746,00239,00239.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1747,00596,00596.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1748,00428,00428.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1749,08163,08163.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1750,00262,00262.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1751,00875,00875.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1752,00104,00104.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1753,08225,08225.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1754,00091,00091.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1755,00436,00436.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1756,00313,00313.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1757,01090,01090.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1758,00077,00077.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1759,00758,00758.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1760,02000,02000.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1761,02379,02379.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1762,00701,00701.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1763,02668,02668.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1765,00862,00862.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1766,00149,00149.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1767,00036,00036.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1768,00855,00855.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1769,08029,08029.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1770,01010,01010.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1771,00550,00550.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1772,08100,08100.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1773,00509,00509.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1774,00098,00098.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1775,00483,00483.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1776,00530,00530.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1777,01004,01004.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1778,08130,08130.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1779,08079,08079.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1780,00240,00240.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1781,08086,08086.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1782,00185,00185.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1783,00131,00131.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1784,08271,08271.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1785,00846,00846.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1786,00286,00286.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1787,08213,08213.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1788,00954,00954.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1789,03633,03633.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1790,08027,08027.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1791,00009,00009.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1792,00164,00164.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1793,00896,00896.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1794,00120,00120.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1795,00727,00727.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1796,00482,00482.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1797,02028,02028.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1798,00423,00423.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1799,02018,02018.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1800,03623,03623.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1801,00833,00833.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1802,03991,03991.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1803,00433,00433.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1804,00254,00254.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1805,00396,00396.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1806,08025,08025.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1807,08030,08030.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1808,00497,00497.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1809,08176,08176.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1810,00278,00278.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1811,00063,00063.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1812,00554,00554.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1813,00721,00721.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1814,08120,08120.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1815,00431,00431.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1816,00513,00513.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1817,03344,03344.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1818,01145,01145.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1819,00444,00444.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1820,00426,00426.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1821,00776,00776.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1822,00471,00471.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1823,00096,00096.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1824,03899,03899.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1825,00496,00496.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1826,00939,00939.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1827,03399,03399.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1828,00536,00536.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1829,02098,02098.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1830,03389,03389.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1831,00253,00253.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1832,02371,02371.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1833,01142,01142.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1834,03366,03366.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1835,00559,00559.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1836,01612,01612.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1837,00359,00359.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1838,03336,03336.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1839,00897,00897.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1840,00110,00110.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1841,00765,00765.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1842,01068,01068.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1843,00531,00531.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1844,00823,00823.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1845,01257,01257.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1846,02313,02313.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1847,03368,03368.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1848,00095,00095.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1849,00206,00206.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1850,03318,03318.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1851,03398,03398.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1852,03383,03383.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1853,00808,00808.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1854,02005,02005.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1855,00489,00489.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1856,00405,00405.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1857,03330,03330.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1858,00919,00919.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1859,08247,08247.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1860,01292,01292.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1861,00840,00840.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1862,02689,02689.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1863,03308,03308.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1864,00005,00005.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1865,03323,03323.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1866,01085,01085.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1867,00707,00707.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1869,02880,02880.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1870,01057,01057.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1871,03988,03988.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1872,03382,03382.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1873,00527,00527.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1874,00272,00272.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1875,00515,00515.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1876,00813,00813.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1877,03377,03377.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1878,00352,00352.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1879,03900,03900.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1880,03989,03989.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1881,03303,03303.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1882,00814,00814.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1883,02700,02700.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1884,00834,00834.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1885,00320,00320.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1886,00637,00637.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1887,01398,01398.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1888,00337,00337.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1889,00558,00558.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1890,03918,03918.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1891,00609,00609.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1892,01818,01818.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1893,01888,01888.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1894,01388,01388.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1895,00528,00528.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1896,02233,02233.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1897,00552,00552.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1898,01899,01899.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1900,01399,01399.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1901,01800,01800.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1902,01868,01868.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1903,01882,01882.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1904,00435,00435.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1905,01808,01808.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1906,03302,03302.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1908,01530,01530.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1909,01889,01889.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1910,00546,00546.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1912,01838,01838.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1913,01383,01383.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1914,00460,00460.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1915,00538,00538.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1916,01883,01883.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1917,06828,06828.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1918,00475,00475.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1919,08329,08329.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1920,01813,01813.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1921,01881,01881.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1922,00811,00811.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1924,00602,00602.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1925,01991,01991.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1926,00819,00819.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1927,02382,02382.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1928,03933,03933.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1929,00573,00573.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1930,01360,01360.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1931,01836,01836.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1932,00822,00822.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1933,02020,02020.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1934,00867,00867.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1935,00656,00656.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1937,00825,00825.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1938,00826,00826.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1939,00817,00817.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1940,03889,03889.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1941,01393,01393.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1942,03838,03838.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1943,00410,00410.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1944,03999,03999.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1945,03883,03883.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1946,03888,03888.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1947,03818,03818.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1948,00948,00948.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1949,03998,03998.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1950,01278,01278.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1951,01328,01328.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1952,00777,00777.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1953,00672,00672.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1954,03800,03800.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1955,00033,00033.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1956,00806,00806.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1957,03808,03808.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1958,00390,00390.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1959,00189,00189.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1960,02002,02002.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1961,03337,03337.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1962,00220,00220.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1963,00543,00543.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1964,00422,00422.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1966,00556,00556.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1967,00117,00117.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1968,00505,00505.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1969,00869,00869.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1970,01447,01447.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1971,01415,01415.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1972,00757,00757.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1973,00848,00848.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1974,00708,00708.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1975,00196,00196.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1976,01186,01186.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1977,03333,03333.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1978,01661,01661.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1979,02012,02012.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1980,08348,08348.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1981,00789,00789.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1982,00743,00743.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1983,08340,08340.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1984,01368,01368.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1985,00832,00832.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1986,03813,03813.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1987,00800,00800.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1988,02722,02722.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1989,01812,01812.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1991,00691,00691.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1992,00623,00623.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1993,00880,00880.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1994,00982,00982.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1995,00887,00887.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1996,01766,01766.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1997,01091,01091.HK,È«Äá °Å·¡¼Ò,20220630,20220630
1998,00871,00871.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1999,01387,01387.HK,È«Äá °Å·¡¼Ò,20220630,20220630
