i,이름, 코드, 거래소, koscom_day, naver_day
75,베트남 발전 3,PGV.HM,호치민 거래소,20230331,20230331
76,X20 JSC,X20.HN,하노이 거래소,20230331,20230331
77,호아빈고무,HRC.HM,호치민 거래소,20230331,20230331
78,비엣팟무역,VPG.HM,호치민 거래소,20230331,20230331
79,페트로미엔쭝,PMG.HM,호치민 거래소,20230331,20230331
80,티엔퐁,TPB.HM,호치민 거래소,20230331,20230331
81,냉동전기공학,REE.HM,호치민 거래소,20230331,20230331
82,얀코이 그룹,NRC.HN,하노이 거래소,20230331,20230331
83,베트남 고무 그룹 JSC,GVR.HM,호치민 거래소,20230331,20230331
84,FPT 디지털 리테일,FRT.HM,호치민 거래소,20230331,20230331
85,베트남테콤은행,TCB.HM,호치민 거래소,20230331,20230331
86,홍하선라 농산품,HSL.HM,호치민 거래소,20230331,20230331
87,이에원 그룹,YEG.HM,호치민 거래소,20230331,20230331
88,비글라세라,VGC.HM,호치민 거래소,20230331,20230331
89,AAV 그룹,AAV.HN,하노이 거래소,20230331,20230331
90,센트리 랜드,CRE.HM,호치민 거래소,20230331,20230331
91,골든 그룹 JSC,TGG.HM,호치민 거래소,20230331,20230331
92,TDT투자개발,TDT.HN,하노이 거래소,20230331,20230331
93,PV서비스,PET.HM,호치민 거래소,20230331,20230331
94,하이 퐁 호아앙 하 페이퍼 JSC,HHP.HM,호치민 거래소,20230331,20230331
95,퍼스트 리얼,FIR.HM,호치민 거래소,20230331,20230331
96,안장항만서비스,CAG.HN,하노이 거래소,20230331,20230331
97,엔바이 미네럴,YBM.HM,호치민 거래소,20230331,20230331
98,하이팟 투자,HPX.HM,호치민 거래소,20221231,20221231
99,크리에이트 캐피털 베트남,CRC.HM,호치민 거래소,20230331,20230331
100,비글라세라하롱,VHL.HN,하노이 거래소,20230331,20230331
101,베트남 동양 산업은행,OCB.HM,호치민 거래소,20230331,20230331
102,닷산 부동산 서비스,DXS.HM,호치민 거래소,20230331,20230331
103,IDICO끄엉투언,CTI.HM,호치민 거래소,20230331,20230331
104,소나데지 차우덕,SZC.HM,호치민 거래소,20230331,20230331
105,티엔 손 탄 호아 그룹 JSC,AAT.HM,호치민 거래소,20230331,20230331
106,ASG,ASG.HM,호치민 거래소,20230331,20230331
107,퉁칸 무역 제조,TKG.HN,하노이 거래소,20230331,20230331
108,부 당 인베스트먼트 & 트레이딩,SVD.HM,호치민 거래소,20230331,20230331
109,드림하우스인베스트,DRH.HM,호치민 거래소,20230331,20230331
110,투안 둑,TDP.HM,호치민 거래소,20230331,20230331
111,세아은행,SSB.HM,호치민 거래소,20230331,20230331
